Feature ID	Taxon	Confidence
d15bc449222795a9ff230013aa633686	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Alkanindiges; s__illinoisensis	0.7604712887828146
65d43491988bfe557da4d86a5ba25dae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9920710205627478
f1860fe716257bd5fd5c4c6a16cf3b95	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria	0.839492494374644
ec6665f4d7bda38bfb9ebcac845d2067	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dietziaceae	0.7620848815570813
06f825b512d903b9230e1a55d87359ee	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__agalactiae	0.9713982193959716
5648dccee530d68ceb3e4d7d22cf8756	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Pseudomonas; s__syringae	0.9081515423800142
67cf545e267d5bca442227b27fb1e2a3	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Alkanindiges; s__illinoisensis	0.7034597988112198
0e2d370f860f8262fe2d1fd778dd030f	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium	0.9033542049605009
aa9b3a1418d146c262ec63305292065a	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium	0.8620861844701248
29fbc7e5021229480248fa7466a499a2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Abiotrophia; s__defectiva	0.9993234042495998
0c579d21280801f02a641e1608606927	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Acaricomes; s__phytoseiuli	0.7328888885355223
1b51357852b0b814b4d9918c6f0ab762	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__agalactiae	0.7922529009487774
e2bd3a9338e344ff658675239fdea3ff	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium	0.911637089320266
d829bee4984f82ffc2453212157caf96	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae	0.999951158748568
bc56a7361c9a3b49f1f1c51874321e12	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria; s__palustris	0.9999199131410601
04ecfad5772d2e09a84a0f5ef460536c	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae	0.997651291361005
3ebe761bfb1238c87195d431f41bf976	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.978141460656885
4608fae4bbc9964cdd17af8782f2155e	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	0.9994013102511191
fd496fd32dc8c08ade2e8b6c9d8ee13d	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	0.7830003240541126
681c1740d5917dc84caacdd55ece7ca2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9955764673533198
83e948f389f9d97b0c975afc880989e8	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__megaterium	0.7325965638405065
4d04e6a8931d28d6d8ab862440dbad40	k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales	0.7171927563270066
394eda29c886632f514dd94b58381186	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Actinobacillus; s__delphinicola	0.7350300275008393
c845eda99662b5a88a8c8e979ec07dd0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	0.772475351665659
78db7fa6b16b73b101fbb8b282b5330e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	0.9989803526420382
dcba105f35d8ebc9e22269c7491ad3a7	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	0.9289498190314464
22b3c70cdfb1714224e1bf8a6314bee9	k__Bacteria; p__Firmicutes	0.8225748992443447
0ed3a6836e138f14044f6950ad7280d2	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.9976426982004698
685a1812a6e46f72d7cf1f4a060b8e96	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Gordoniaceae; g__Millisia; s__brevis	0.887966030161745
b7ae2d92c6199a9e58c97d0e75865d36	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria; s__palustris	0.9999983355841446
0105b49442bf6a6c6d58afd410ba3dbf	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	0.9870548597902766
4a4bfd2e9555ca374c15fd29a71c36d6	k__Bacteria; p__Cyanobacteria	0.9995705389099905
0fa9b44d52836d2f173f4ac532f8a013	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae	0.9977266477535812
162dcb3929e23b071e65fda88174be74	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Gordoniaceae; g__Millisia; s__brevis	0.9290117712525456
9d127ac8ec1a7b03befe92229847b811	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter; s__	0.7591518448159982
678ababfb327c886a119cb683fc79446	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.9999951770778599
85c44c83eddc5d3028261a1000b7d0e1	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.9973699348207702
e5c19d7800b18015f3a917fc015fc42f	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter; s__aerosaccus	0.8702628447822041
8048c6d48b7eb0a432dc4aa28e73ecce	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae	0.9999810235562229
09f9294499192d4eecf29e85501cc425	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Bergeyella; s__zoohelcum	0.8881383374993305
f6edbcb91f18c1dcc550ce2c68333165	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__Blastococcus; s__aggregatus	0.8081261937985393
c06ccd1f7d57566ef669942328b1a946	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.9997451602287969
f7447c8e079023f4f2579d8580575dd3	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.8203626904570714
886813d6c66ef41ef648c9b92ffde619	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Gordoniaceae; g__Millisia; s__brevis	0.8908324196028635
5a6c87d6a4eb5e114959f6192f29b641	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium	0.9970684528091526
f968254345bd05c204aee9646945cfa0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella; s__occulta	0.999945954908565
10dc0811cf67e561ad0097a92ebc6914	k__Bacteria; p__Cyanobacteria	0.9996295137636686
1efe887de1bdd596c9461281fe80d17f	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae	0.9981671399365492
